"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MAP1LC3A",1.36136176723887e-173,0.501718001117965,0.501,0.094,5.20366921909386e-169
"FNBP1L",1.36241509540529e-173,0.334666073158721,0.463,0.075,5.20769546067719e-169
"WLS",1.42999593376165e-173,1.51188289975372,0.325,0.018,5.46601645721052e-169
"PDPK1",1.54513981453659e-173,0.4564785404232,0.388,0.043,5.90614242708465e-169
"CAPZA2",1.64227548231632e-173,0.157961913842064,0.556,0.118,6.2774338036059e-169
"SHISA5",1.64918678687458e-173,0.36253374834503,0.426,0.059,6.3038515741494e-169
"UCKL1",1.71910595817386e-173,0.636814022050985,0.38,0.04,6.57111061452375e-169
"SRC",1.72838406292268e-173,0.887742674024775,0.351,0.028,6.60657524211565e-169
"GNL2",1.84692331683624e-173,0.378829821776904,0.397,0.047,7.05967968627486e-169
"NFKB1",2.00138942127362e-173,0.641021657326618,0.415,0.055,7.65011092387627e-169
"RAB10",2.21595290221111e-173,0.0227292527706395,0.558,0.119,8.47025837341173e-169
"TRIM27",2.22172277296346e-173,0.397831496948958,0.397,0.047,8.49231312737552e-169
"EXOC1",2.58193593133948e-173,0.488412881759094,0.407,0.051,9.86919190395204e-169
"CSNK2A1",3.02987307860179e-173,0.350422758285207,0.572,0.128,1.15813868556475e-168
"OGT",3.3032268892737e-173,0.674313750889366,0.408,0.053,1.26262544615598e-168
"STK17B",3.40240430083694e-173,0.753470815498079,0.407,0.051,1.30053501995191e-168
"PRSS23",3.57405815109213e-173,1.32465825912841,0.382,0.042,1.36614798767346e-168
"PBDC1",3.6681574776033e-173,0.34715327643243,0.445,0.067,1.40211651423908e-168
"TRIP10",3.97058016017058e-173,0.693646412866145,0.384,0.042,1.5177145604236e-168
"MMADHC",4.86655937297367e-173,0.360128267405338,0.463,0.076,1.86019365472546e-168
"EIF4A3",4.94489234339463e-173,0.314799344497881,0.525,0.105,1.89013564933916e-168
"NBL1",4.96343796412577e-173,0.216565382564691,0.553,0.119,1.89722452740744e-168
"TRIM2",5.63256217165145e-173,0.174805104221868,0.499,0.092,2.15299056449205e-168
"OTUD6B-AS1",5.6648409116579e-173,0.478010381091888,0.503,0.097,2.16532879007212e-168
"PTOV1",6.18043795737027e-173,0.280897372113978,0.43,0.061,2.36241060482521e-168
"EFNB1",6.30699834377213e-173,1.05946766827685,0.394,0.047,2.41078704692346e-168
"MRPS6",6.78156925789105e-173,0.194127819721263,0.49,0.087,2.59218703313627e-168
"SRSF2",6.80995490149762e-173,0.485075109219282,0.714,0.209,2.60303716154845e-168
"TAF2",7.20588864536371e-173,0.851150128727802,0.336,0.022,2.75437887580383e-168
"MYO1D",7.47762526758281e-173,0.333801618620522,0.437,0.064,2.85824748228085e-168
"MUC3A",8.27413928417549e-173,0.287574069643519,0.507,0.096,3.16270699998324e-168
"C19orf25",8.33516067557262e-173,0.311596254864036,0.411,0.053,3.18603181663088e-168
"BAG5",8.41607317402492e-173,0.451249969334304,0.421,0.057,3.21695981003929e-168
"RCN2",9.65027462104544e-173,0.600302685925203,0.409,0.053,3.68872097114841e-168
"URI1",1.02033260081553e-172,0.211294979472446,0.539,0.112,3.90011933335727e-168
"IGSF8",1.06984462148481e-172,1.18880536428608,0.324,0.018,4.08937408116355e-168
"FOXK1",1.20534240663512e-172,0.580701552107973,0.363,0.033,4.60730081512207e-168
"UACA",1.2508987316387e-172,0.863509117265947,0.358,0.031,4.78143531181578e-168
"MICAL3",1.30252271851983e-172,1.16046222359577,0.357,0.031,4.97876283927019e-168
"PHF20",1.350670092258e-172,0.28219231650984,0.465,0.077,5.16280136064699e-168
"CRNKL1",1.44345729427083e-172,0.19716027579195,0.403,0.049,5.51747116162081e-168
"ABHD5",1.54529816437844e-172,1.34898681468272,0.341,0.024,5.90674770352015e-168
"ARMCX3",1.61149527678664e-172,0.23410772770451,0.405,0.05,6.15977954598925e-168
"PAK1",1.9454388055073e-172,0.0264429133460966,0.429,0.06,7.43624529017112e-168
"FYTTD1",2.18387814540557e-172,0.529984425598406,0.375,0.038,8.34765582299824e-168
"NELFCD",2.21851909569729e-172,0.244277753105299,0.48,0.084,8.48006739139333e-168
"SEC16A",2.24700623729228e-172,0.387824376181787,0.387,0.043,8.58895664142602e-168
"PNKP",2.27567353256633e-172,0.281073297096727,0.465,0.077,8.69853451088154e-168
"ITCH",2.32553031201709e-172,0.433874270361183,0.381,0.04,8.88910706465412e-168
"SH3GLB2",2.41588567409848e-172,0.297484153648504,0.48,0.084,9.23448140067403e-168
"RAD23B",2.44854726567988e-172,0.115675267749161,0.52,0.101,9.35932706833476e-168
"SRP19",2.47666658530049e-172,0.106746922111595,0.48,0.083,9.46681035565261e-168
"DNAJB12",2.49189097186248e-172,0.626472768857168,0.357,0.031,9.52500405084714e-168
"SEC23B",2.56670670055837e-172,0.393378634463887,0.378,0.039,9.81097969221431e-168
"CTDSP1",2.66420087107353e-172,0.230900772358767,0.42,0.057,1.01836414095915e-167
"PIP5K1A",3.46109354858172e-172,1.87243092111823,0.315,0.015,1.32296839800987e-167
"C3orf52",3.52806353867641e-172,0.854225050586939,0.363,0.034,1.34856700702367e-167
"COPB2",3.70651183005832e-172,0.0638497964166719,0.488,0.088,1.41677708192149e-167
"AGPAT3",3.89462633406164e-172,0.602239092679116,0.365,0.034,1.48868196993172e-167
"HADHA",3.9817552644357e-172,0.0207819974801842,0.575,0.127,1.5219861322779e-167
"CARM1",4.16796095987298e-172,0.511229531179873,0.401,0.049,1.59316139730185e-167
"RALBP1",4.24834459647965e-172,0.188821136615857,0.536,0.111,1.62388723855838e-167
"TUT4",4.62464459780631e-172,0.86088332324112,0.392,0.046,1.76772415106548e-167
"SRP68",4.73146186356651e-172,0.621116378808174,0.396,0.047,1.80855398272966e-167
"NUMB",5.22146438442552e-172,0.855217433777662,0.368,0.035,1.99585254630281e-167
"BAMBI",5.41149227774859e-172,1.41568957178501,0.328,0.02,2.06848880824662e-167
"RHBDD2",6.17355434910748e-172,0.874643287064425,0.37,0.036,2.35977941440284e-167
"TRABD2A",6.32261340753973e-172,1.22219356871188,0.41,0.056,2.41675574889799e-167
"U2SURP",7.0530200537544e-172,0.382117972337279,0.612,0.151,2.69594638534708e-167
"NOL8",7.58568264872321e-172,0.480219819486747,0.435,0.064,2.89955133564796e-167
"VAPB",7.6301091459191e-172,0.270581249738733,0.406,0.051,2.91653291993612e-167
"PABPC4",7.75737315809973e-172,0.497936338011248,0.681,0.188,2.96517831595204e-167
"SERTAD3",7.93468792983046e-172,0.816730115083919,0.342,0.025,3.03295511429839e-167
"PKP2",8.04879904613416e-172,0.526529676290998,0.379,0.04,3.07657294739432e-167
"SLU7",8.15382515732152e-172,0.46252206357471,0.39,0.045,3.11671812813458e-167
"SPCS2",8.65253188193908e-172,0.466426256278803,0.579,0.138,3.30734378655239e-167
"PAPOLA",9.35282486674662e-172,0.333384348818844,0.621,0.155,3.57502377706523e-167
"SPTSSA",9.82136733240767e-172,0.162178338193025,0.44,0.066,3.75411944913951e-167
"MYSM1",9.97742077487533e-172,0.549157880156171,0.38,0.04,3.81376931698835e-167
"MED15",1.03181373822052e-171,0.624457426240485,0.369,0.036,3.94400483297412e-167
"ATP6V1C1",1.07683828818918e-171,0.408102462483388,0.382,0.041,4.11610667277431e-167
"NSD3",1.09603323373027e-171,0.304115004125628,0.579,0.134,4.18947743261059e-167
"MBOAT7",1.22091137958358e-171,0.524784207287807,0.381,0.041,4.66681165732027e-167
"FGFR1OP2",1.27389200339755e-171,0.442582799924778,0.381,0.041,4.86932479378678e-167
"MANBAL",1.27971583764585e-171,0.628288899999643,0.359,0.032,4.89158581781749e-167
"CCDC50",1.28891957520312e-171,0.587659017555219,0.374,0.038,4.9267661842564e-167
"EMC3",1.29391501328367e-171,0.413939038334836,0.386,0.043,4.9458607467755e-167
"SLC8B1",1.40489980334344e-171,1.3258587027069,0.346,0.028,5.37008900829998e-167
"CRCP",1.5050493928521e-171,0.191181685580055,0.412,0.054,5.75290079923789e-167
"NAP1L4",1.51212221986597e-171,-0.0426575697426951,0.574,0.127,5.77993597321568e-167
"AP3D1",1.6030877835463e-171,0.0471943032421369,0.514,0.099,6.12764274382739e-167
"CREB1",1.73096346245672e-171,0.757120526814471,0.37,0.036,6.61643473889457e-167
"TCF3",1.83118903980627e-171,0.147423062557299,0.403,0.05,6.99953698575548e-167
"TMEM59",1.91409758209005e-171,0.764719296343068,0.593,0.152,7.31644659778103e-167
"SMC3",1.97728625417718e-171,0.100151661734019,0.455,0.073,7.55797897796685e-167
"PMM2",1.98845872132594e-171,0.351072171674334,0.434,0.064,7.60068461639628e-167
"ETF1",2.26242918611597e-171,0.0653684912321293,0.476,0.082,8.64790932100969e-167
"DDRGK1",2.32836406589973e-171,0.73715303050391,0.483,0.091,8.89993880549513e-167
"LONP2",2.59549643974064e-171,0.458028476632086,0.413,0.055,9.92102559126462e-167
"LITAF",2.65164131713453e-171,0.281355846534178,0.468,0.079,1.0135633770615e-166
"CHMP4B",2.74123335467619e-171,0.294684314950638,0.572,0.128,1.04780903749143e-166
"GAPVD1",2.81706873208601e-171,0.739951535490397,0.362,0.034,1.07679635215256e-166
"ZFP91",2.90756708619919e-171,0.664420188415784,0.419,0.058,1.11138844302878e-166
"LTN1",3.37664033582436e-171,0.410272260134423,0.376,0.039,1.2906870019655e-166
"TMEM68",3.44125734196566e-171,1.2739789728242,0.33,0.021,1.31538620639295e-166
"TSC22D4",4.01557813707848e-171,0.597914554350621,0.383,0.042,1.53491458711688e-166
"STXBP2",4.11207746930935e-171,0.261027574444596,0.44,0.067,1.5718004918688e-166
"VIRMA",4.55660711332131e-171,0.428340547641919,0.396,0.047,1.74171750299594e-166
"SLC12A9",5.03390192915832e-171,0.597006114165541,0.34,0.025,1.92415867340148e-166
"RRP7A",5.25443498345474e-171,0.243970306935988,0.518,0.102,2.00845522807574e-166
"NXF1",5.66562477231329e-171,1.28887004317698,0.352,0.03,2.16562841296903e-166
"PDIA4",5.80997338693551e-171,0.280041254827767,0.556,0.123,2.22080422742223e-166
"ZNRF2",5.81201649124623e-171,0.68864722674607,0.365,0.035,2.22158518361396e-166
"NSRP1",6.78884033366153e-171,-0.197660100386934,0.478,0.082,2.59496632913878e-166
"ARFGAP1",6.89279125740085e-171,0.303320775625188,0.396,0.048,2.6347005302289e-166
"AGTRAP",6.89897901556661e-171,0.61095722662129,0.384,0.043,2.63706573891018e-166
"OTULINL",6.96092123184151e-171,0.965902336798923,0.361,0.034,2.6607425316591e-166
"MAGI3",7.24985597463673e-171,0.838685046848641,0.348,0.028,2.77118494774514e-166
"EPRS",7.77588613279501e-171,0.205207599482276,0.508,0.098,2.97225471539957e-166
"NCBP3",8.48774269412584e-171,0.919222292119253,0.361,0.034,3.24435476740266e-166
"PAIP2",8.90618567008126e-171,-0.0449816826241746,0.517,0.101,3.40430041053186e-166
"KHDRBS1",8.92800715790157e-171,0.361284163294468,0.612,0.15,3.4126414560363e-166
"PTPN2",9.2131911373256e-171,0.548334676481675,0.392,0.046,3.52165018033134e-166
"PPP1R9A",9.80160667592367e-171,1.25281851526382,0.356,0.032,3.74656613580506e-166
"MALL",1.05628217916574e-170,0.615972949517993,0.388,0.044,4.03753300164313e-166
"SAFB",1.25539209858491e-170,0.0893120241658358,0.472,0.08,4.79861075763098e-166
"AP1AR",1.27982561921739e-170,0.325645619952755,0.399,0.049,4.89200544689657e-166
"DNAJB2",1.29007065986015e-170,0.500706888030983,0.399,0.049,4.93116609024943e-166
"DDA1",1.30469445981371e-170,0.168303679378984,0.418,0.057,4.98706410319194e-166
"BRD1",1.35445757141085e-170,1.06863693850953,0.369,0.037,5.17727862096085e-166
"DUSP3",1.6545818375064e-170,0.546604134592679,0.365,0.035,6.32447361568445e-166
"CDC42BPB",1.83126497195648e-170,0.789058403201832,0.377,0.04,6.99982722880644e-166
"HNRNPH3",1.88904836415004e-170,0.106619546869658,0.553,0.119,7.22069846712711e-166
"ITGAV",1.90414324547659e-170,1.36212777260573,0.322,0.018,7.27839714150971e-166
"PIEZO1",1.97793469460659e-170,1.05992030107973,0.373,0.039,7.56045757666424e-166
"CDKN1C",1.98119857388518e-170,3.79669161005972,0.296,0.009,7.5729334288187e-166
"RAB7A",2.00339427010362e-170,0.175866389670715,0.587,0.135,7.65777425804406e-166
"SRRM1",2.02862519458612e-170,0.3407415250275,0.702,0.2,7.75421694378598e-166
"PTEN",2.10806593936297e-170,0.506206262820058,0.413,0.056,8.05787124662101e-166
"PPME1",2.16227376494874e-170,0.678842908012078,0.373,0.038,8.26507523914006e-166
"NPTN",2.39907396266498e-170,0.482550281011079,0.412,0.055,9.17022031489062e-166
"CDS2",2.46688632760178e-170,1.6081059874086,0.304,0.011,9.42942629862504e-166
"TOP2B",2.60511076979494e-170,0.284009325512381,0.411,0.053,9.95777540646417e-166
"PDIA6",2.68297368562278e-170,0.475371365132336,0.579,0.139,1.02553986159245e-165
"IGFBP4",2.84229216718263e-170,0.54846761683658,0.42,0.06,1.08643775798389e-165
"DAZAP1",2.91847217888165e-170,0.133628139569902,0.503,0.095,1.11555680565572e-165
"JAGN1",3.23562518881205e-170,0.263140755476974,0.376,0.039,1.23678537217152e-165
"VPS13A",3.36793168868059e-170,0.543602881539241,0.435,0.066,1.28735820868127e-165
"SCD",3.48783999896293e-170,0.607961821669702,0.473,0.084,1.33319196120359e-165
"NCOA6",3.61934206898277e-170,0.555807156700748,0.38,0.042,1.38345731244798e-165
"TXLNG",3.83567834178274e-170,0.670548957649953,0.362,0.034,1.46614968936304e-165
"PRRC1",4.17212734061496e-170,0.752539388116363,0.361,0.034,1.59475395467666e-165
"VAPA",4.56640679790841e-170,0.253977960474724,0.554,0.121,1.74546333443251e-165
"TMX4",4.68424354712886e-170,0.741193627798373,0.365,0.036,1.79050525345453e-165
"ATG4B",5.04271393513986e-170,0.568932470634158,0.389,0.045,1.92752697456786e-165
"RBFOX2",5.05227796142219e-170,0.515558723718774,0.344,0.026,1.93118272797402e-165
"SDHA",5.49925548038224e-170,0.142482540828647,0.496,0.092,2.10203541482131e-165
"NFATC3",6.29924803802517e-170,0.847542869885934,0.344,0.027,2.40782457005474e-165
"IRF6",6.605508146097e-170,0.541127725234781,0.378,0.041,2.52488943376412e-165
"APPL1",6.71410809674157e-170,0.255046231538278,0.415,0.056,2.5664006788985e-165
"SUDS3",6.97309213626022e-170,0.130482947840294,0.473,0.082,2.6653947381641e-165
"ISCA1",7.28320428773119e-170,0.387456062986626,0.419,0.058,2.78393200694237e-165
"LPCAT3",7.53331391300224e-170,0.714742392742799,0.335,0.023,2.87953391010598e-165
"TMEM189",7.57981241596411e-170,0.851427361349364,0.342,0.026,2.89730749787812e-165
"SLC25A13",7.80591142136841e-170,0.714457320197107,0.371,0.038,2.98373158170386e-165
"MCFD2",8.71583451725161e-170,0.0534304913115258,0.42,0.058,3.33154058587426e-165
"VPS26A",8.84794226990324e-170,0.26570621799535,0.433,0.064,3.38203745324781e-165
"SLC4A2",9.96160126867893e-170,0.436413637578666,0.367,0.036,3.80772246893983e-165
"USP10",1.05761307835244e-169,0.342354445695594,0.399,0.049,4.04262023069438e-165
"CRB3",1.18974165794419e-169,0.322989898181574,0.418,0.057,4.54766851332587e-165
"ADGRG1",1.20924288864956e-169,0.313241357633439,0.407,0.053,4.62221001757408e-165
"BUD23",1.23758947782455e-169,0.282823107381869,0.582,0.136,4.73056202003657e-165
"WASF2",1.26184238906373e-169,0.174911005906822,0.619,0.152,4.8232663479572e-165
"ICA1",1.34186263008349e-169,0.126456821485429,0.514,0.101,5.12913571723112e-165
"MEAF6",1.43181266589044e-169,0.130846794655583,0.452,0.072,5.47296073409962e-165
"COL17A1",1.53740863096873e-169,0.861448111034246,0.4,0.052,5.87659075101487e-165
"TAP1",1.81936525505378e-169,0.448885237863755,0.426,0.062,6.95434175091757e-165
"SYNJ2BP",1.83501830084012e-169,0.656165089678343,0.351,0.03,7.01417395313129e-165
"NCOA4",2.05563930188968e-169,0.269246338511115,0.426,0.061,7.8574756675431e-165
"PFKL",2.22820780779344e-169,0.10891507017551,0.53,0.109,8.51710152450966e-165
"GRN",2.37602482063127e-169,0.462057351797517,0.616,0.16,9.08211727438097e-165
"SNAI1",2.51526728536838e-169,2.14045496754075,0.299,0.01,9.61435767159211e-165
"SVIL",2.72225511663921e-169,0.674780864307773,0.371,0.038,1.04055479578417e-164
"CFDP1",2.7809686528879e-169,0.271731523054489,0.561,0.126,1.06299745787987e-164
"CSPP1",2.79492462342317e-169,0.653757729232289,0.367,0.036,1.06833198805727e-164
"LYPLA2",2.84654854791718e-169,0.168557306082584,0.497,0.095,1.08806471695586e-164
"TMUB1",2.86727973209548e-169,0.134543411212155,0.46,0.076,1.09598900479617e-164
"PPP1CB",2.9190545741231e-169,0.207464397650244,0.602,0.144,1.11577942041281e-164
"SNX13",3.07523207543992e-169,0.694638992301499,0.332,0.023,1.17547670851616e-164
"CUL4A",3.08981904045413e-169,0.109714654010274,0.434,0.065,1.18105243002319e-164
"MARVELD2",3.24623906287898e-169,0.790538615662856,0.33,0.022,1.24084241939486e-164
"DHX29",3.34669935699207e-169,0.557590695150522,0.386,0.044,1.27924236221665e-164
"CNIH4",3.35929203774832e-169,0.305648872832065,0.473,0.083,1.28405578850892e-164
"ZFYVE16",3.39587317790384e-169,0.873268475958471,0.35,0.03,1.29803856352196e-164
"NASP",3.4132100752097e-169,0.271129174325617,0.591,0.14,1.30466541914816e-164
"FAM84B",3.58433326822305e-169,0.514170629456032,0.347,0.028,1.37007554844558e-164
"RBM4",3.61085326409664e-169,0.44858996459073,0.406,0.054,1.3802125516683e-164
"CUL5",3.9992013905363e-169,0.273384321484006,0.375,0.04,1.52865473951859e-164
"MANF",4.11694684688179e-169,0.421165017232614,0.464,0.08,1.57366176275209e-164
"EMC7",4.23443372327836e-169,0.456563465043455,0.379,0.042,1.61856994638592e-164
"DGKZ",4.30543561054508e-169,0.180941459656055,0.431,0.063,1.64570970777475e-164
"PVT1",4.77805068189189e-169,0.83870554446161,0.359,0.034,1.82636209264636e-164
"SLC35F5",4.79281451278243e-169,1.27545726294068,0.356,0.034,1.83200541936596e-164
"DBNL",5.06256638864761e-169,0.331738958759379,0.494,0.093,1.93511537639666e-164
"GPAA1",5.82898755543724e-169,0.484991444536592,0.453,0.075,2.22807220319033e-164
"MRPS5",6.13841671415106e-169,0.0190937277662553,0.49,0.09,2.3463484048171e-164
"EIF4A2",6.17301145764404e-169,0.57294127624474,0.764,0.247,2.35957189956986e-164
"UBE3C",7.40530603801957e-169,0.400441308593839,0.385,0.044,2.8306041799726e-164
"PMPCA",7.48730840434625e-169,0.100216254593534,0.432,0.064,2.86194876447731e-164
"YIPF5",7.54287837360157e-169,0.929847567345792,0.354,0.032,2.88318982952547e-164
"SYMPK",7.8985856394854e-169,0.385174498871646,0.383,0.043,3.0191553748369e-164
"UBA1",8.93107451282521e-169,0.277299829733015,0.458,0.076,3.41381392178231e-164
"TBC1D15",9.26336078051343e-169,0.968699413322669,0.358,0.034,3.54082702474345e-164
"ITGB4",9.67228143430169e-169,0.448276529913039,0.515,0.106,3.69713285544748e-164
"CHPT1",9.92944559055048e-169,0.601556240529124,0.385,0.044,3.79543128253202e-164
"CDC42BPA",1.00848730608049e-168,0.622833755139119,0.373,0.04,3.85484187876208e-164
"NAA15",1.00866616882434e-168,0.367308920292647,0.41,0.055,3.85552556371415e-164
"NCEH1",1.12379547738193e-168,1.39866707299659,0.315,0.017,4.29559583274469e-164
"SERTAD2",1.17847378584408e-168,1.10745168397921,0.331,0.023,4.50459819901041e-164
"ZYX",1.22629855948915e-168,0.43739672671406,0.426,0.062,4.68740361379134e-164
"GSDMD",1.26199570328162e-168,0.186229126994245,0.493,0.093,4.82385237622366e-164
"ATG3",1.36283323785184e-168,0.0689034162834758,0.46,0.076,5.20929376836486e-164
"CLTC",1.39116192514863e-168,0.165677991381318,0.559,0.124,5.31757734268813e-164
"CAPN2",1.41480887336745e-168,0.256716091911894,0.52,0.105,5.40796543755973e-164
"PPARG",1.44057002785615e-168,0.716985861097324,0.372,0.039,5.50643487447736e-164
"DICER1",1.45829949020156e-168,0.615689089117777,0.367,0.037,5.57420397134643e-164
"KATNBL1",1.47281631980638e-168,0.655639062489506,0.404,0.053,5.62969310082789e-164
"FAM118A",1.51491557420237e-168,1.19011365666502,0.369,0.039,5.79061329083113e-164
"CAP1",1.56971973674142e-168,0.373778775069828,0.642,0.169,6.0000967217204e-164
"PPFIBP1",1.65565721603331e-168,0.901038397123908,0.374,0.04,6.32858414256571e-164
"ANKIB1",1.85740959298986e-168,0.509320752531422,0.37,0.038,7.09976242824443e-164
"TRPM4",1.86878920098954e-168,0.452382533232465,0.46,0.079,7.14325984186242e-164
"BCL7B",1.87296633458702e-168,0.196331771524315,0.395,0.049,7.15922651732543e-164
"DDAH2",1.9056295503343e-168,0.293543763648166,0.558,0.124,7.28407839319784e-164
"UPF3B",1.92254468462622e-168,0.296372150698199,0.405,0.053,7.34873480251527e-164
"FMR1",1.95765757514628e-168,0.369747436667569,0.419,0.06,7.48295031523913e-164
"ILF3",2.18351624574733e-168,0.167924005925227,0.605,0.145,8.34627249774459e-164
"UBA2",2.3592494312555e-168,0.14047961323649,0.444,0.07,9.017995026031e-164
"LAMC2",2.59733151121472e-168,1.61339043302171,0.363,0.037,9.92803996846715e-164
"MBD2",2.63615715848997e-168,0.12433477165794,0.44,0.068,1.00764471226121e-163
"IPO7",3.0431924921537e-168,0.0634779707219864,0.514,0.102,1.16322989820083e-163
"ASCC3",3.24144102048252e-168,0.292005869566293,0.39,0.047,1.23900841566924e-163
"ZMPSTE24",3.3471770977656e-168,0.457144060983584,0.359,0.034,1.27942497384992e-163
"IRF3",3.80336119497467e-168,0.352499468987746,0.546,0.121,1.45379678316712e-163
"ZNF587",4.00764109912001e-168,1.04830214820601,0.356,0.034,1.53188073372763e-163
"ERG28",4.07283007660435e-168,0.664114703233877,0.351,0.031,1.55679856848125e-163
"GTF2F1",4.11737835597063e-168,0.385199732436267,0.465,0.081,1.57382670278621e-163
"FEM1C",4.30964351378167e-168,0.993813015671691,0.346,0.029,1.6473181367079e-163
"GTF2F2",4.59714548619942e-168,0.179382488560882,0.45,0.073,1.75721289064487e-163
"TMEM170A",4.68002377176895e-168,0.305647811503675,0.361,0.035,1.78889228652096e-163
"RMND5A",4.7419326617862e-168,0.54126233905415,0.399,0.052,1.81255634064116e-163
"FBXO11",5.19187151311146e-168,1.31797912361416,0.325,0.021,1.98454096717172e-163
"TFDP2",6.29598429151551e-168,0.529182771455621,0.372,0.039,2.40657703558889e-163
"ZNF22",6.42959464493865e-168,0.282223047591552,0.373,0.04,2.45764825708135e-163
"SAP30BP",6.53255985099763e-168,0.263212617105276,0.417,0.059,2.49700567744533e-163
"RSRC1",6.87127351659112e-168,0.323398592282108,0.483,0.089,2.62647558898179e-163
"TMED3",7.33443083763401e-168,0.141752855920613,0.484,0.089,2.80351284337722e-163
"SMNDC1",7.4846225012117e-168,0.622602980310711,0.395,0.049,2.86092210486316e-163
"SEMA6A",7.51285616605693e-168,1.75673545509399,0.31,0.015,2.8717141409136e-163
"TMEM9",7.62167449413338e-168,0.654950461339374,0.356,0.033,2.91330885863754e-163
"MMP24OS",7.81453008203607e-168,0.188133509920856,0.54,0.116,2.98702597855747e-163
"UBE4A",8.40624894509307e-168,0.775995407629494,0.342,0.027,3.21320459677238e-163
"SLC25A26",8.56206983219777e-168,0.492710036861946,0.339,0.026,3.27276557265928e-163
"OSBP",8.97045480572297e-168,0.0896476565399575,0.416,0.058,3.42886664493955e-163
"MORF4L1",9.61525270185983e-168,0.248311379981907,0.62,0.156,3.6753341927589e-163
"TRIM15",1.01056289421929e-167,0.742656528652914,0.361,0.035,3.86277560686381e-163
"ACADVL",1.06209199398442e-167,0.260190233696243,0.547,0.121,4.05974043780606e-163
"CTBP1",1.1095561743948e-167,0.305454979336879,0.413,0.057,4.24116752100668e-163
"ABI2",1.12767257028317e-167,0.742429266345175,0.345,0.029,4.31041563265039e-163
"HMGCR",1.13586528550854e-167,0.622792802900223,0.35,0.031,4.34173146732785e-163
"SMAGP",1.2299918279638e-167,0.14741046651289,0.466,0.081,4.70152076320881e-163
"SIAH1",1.26869957284069e-167,0.898168369639835,0.324,0.02,4.84947724722627e-163
"CASP4",1.27757024896208e-167,0.0950656683471605,0.415,0.057,4.88338451963265e-163
"TSPAN14",1.28539445876771e-167,0.751752286485458,0.356,0.033,4.91329177919368e-163
"STK17A",1.3100484935956e-167,0.748563213088884,0.392,0.049,5.00752936191984e-163
"PHC2",1.33802308702522e-167,0.120465612718622,0.405,0.053,5.1144594478452e-163
"TACC2",1.4150683196901e-167,0.651553526759211,0.373,0.041,5.40895714518343e-163
"PPP1R16A",1.45568358128427e-167,0.224429346652101,0.498,0.096,5.564204921101e-163
"NUDCD3",1.47673035509901e-167,0.238907521082128,0.449,0.074,5.64465410933046e-163
"LYRM2",1.57161057208268e-167,0.105845672167964,0.411,0.056,6.00732425072884e-163
"STXBP3",1.74414145046132e-167,0.143101531638517,0.39,0.046,6.66680628024335e-163
"RNF11",1.76186553483388e-167,0.530507303226461,0.348,0.03,6.73455482034902e-163
"ATP2C1",1.86468818773768e-167,0.657944362941168,0.352,0.032,7.12758412880852e-163
"ARL8B",1.90522852651614e-167,0.54649397085869,0.354,0.032,7.28254551975528e-163
"ARRDC3",1.97931528757246e-167,0.937249668419113,0.351,0.032,7.56573475521695e-163
"STK39",2.00638033816081e-167,0.172856715293124,0.417,0.058,7.66918820458587e-163
"SRSF8",2.07133201995634e-167,0.397552634834805,0.377,0.042,7.91745951308113e-163
"NQO2",2.10971117218091e-167,0.274439433180983,0.412,0.057,8.06415998454431e-163
"PCBP1",2.41351567483687e-167,0.381304426378473,0.656,0.179,9.22542231549643e-163
"CDK11B",2.53141830730169e-167,0.485485844083582,0.39,0.047,9.67609333782996e-163
"UBAP1",2.62779810947101e-167,0.687207337007776,0.336,0.025,1.0044495493642e-162
"LRRC41",2.63926060533172e-167,0.429477180538402,0.372,0.04,1.008830973782e-162
"WDR43",2.6610267965203e-167,0.0821156243368243,0.486,0.091,1.01715088270192e-162
"BMS1",2.71791951794757e-167,0.400377783305094,0.4,0.052,1.03889755654028e-162
"TAF15",2.76711974630945e-167,0.191633489363434,0.487,0.091,1.05770385182932e-162
"MED19",2.79097932863653e-167,0.199788328010552,0.363,0.036,1.06682393857803e-162
"TMEM208",2.81720004654773e-167,0.162421269422964,0.492,0.093,1.07684654579241e-162
"KLF16",2.83936424845261e-167,0.473038377436173,0.386,0.045,1.08531859032852e-162
"STK40",3.38351502925013e-167,0.577236341821585,0.372,0.04,1.29331478478057e-162
"LNPEP",3.43666855419637e-167,1.09408087917236,0.35,0.031,1.31363218815602e-162
"VSIG10",3.50725143606968e-167,0.816353517380567,0.351,0.032,1.34061178892328e-162
"MPHOSPH10",3.57832346649775e-167,0.163652391992839,0.417,0.059,1.3677783618341e-162
"SLC4A7",3.64437141096789e-167,1.07543015525644,0.353,0.032,1.39302452812837e-162
"SMPDL3B",3.70986163417012e-167,0.61930363085465,0.327,0.021,1.41805751104519e-162
"PHAX",3.97941566228868e-167,0.356639578750105,0.388,0.046,1.52109184275322e-162
"ZNF121",4.06820547144561e-167,0.737610245076078,0.369,0.039,1.55503085940537e-162
"ZDHHC20",4.2743873301509e-167,0.657818875912627,0.39,0.048,1.63384181307688e-162
"CLOCK",4.47651046281466e-167,1.03864843039523,0.332,0.024,1.71110135930628e-162
"GLCE",4.61161125342413e-167,0.695469099128076,0.34,0.027,1.76274228550884e-162
"UBE2D1",4.75316716600942e-167,0.752429300303126,0.373,0.041,1.81685061753544e-162
