"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LPCAT1",1.28415160385981e-141,0.761509096655826,0.287,0.021,4.90854109059375e-137
"WDR3",1.34674933973722e-141,0.522122142507671,0.296,0.024,5.14781467621155e-137
"SRD5A3",1.39377817161679e-141,0.144547335347716,0.31,0.03,5.32757768318802e-137
"SPNS1",1.4081718428538e-141,0.473334965736333,0.308,0.029,5.38259605212436e-137
"TMEM126A",1.46848494679136e-141,-0.241358804123849,0.358,0.049,5.6131368606153e-137
"GTF3C4",1.47626110237758e-141,0.522711216690028,0.302,0.027,5.64286043772808e-137
"APTX",1.50608868755086e-141,0.24976844074543,0.32,0.034,5.75687339929441e-137
"RNF38",1.61469095341171e-141,0.527684175082356,0.297,0.025,6.17199470032094e-137
"CHD3",1.77200060189521e-141,0.412789696987065,0.347,0.045,6.77329510068424e-137
"ZDHHC6",1.80907417949599e-141,0.592242875747966,0.331,0.039,6.91500514370548e-137
"ATF7",1.90184539800688e-141,0.690417134877094,0.294,0.024,7.26961384934151e-137
"ANAPC7",1.92523480181692e-141,0.241617784779851,0.314,0.032,7.35901750646501e-137
"PWWP2B",1.92768406205812e-141,0.885201878875117,0.296,0.025,7.36837955881095e-137
"CCDC137",2.2620628756399e-141,-0.0344034283569499,0.373,0.057,8.64650913584597e-137
"USE1",2.30834611896791e-141,-0.205856786414038,0.384,0.061,8.82342220514293e-137
"SLC26A6",2.43232536278477e-141,0.853896179647261,0.301,0.027,9.29732046670851e-137
"CNOT8",2.55026425073366e-141,0.447351602319506,0.309,0.03,9.74813007200433e-137
"PCID2",2.62474257840065e-141,0.0664719992877418,0.363,0.052,1.00328160316787e-136
"PHF6",2.72942148670091e-141,-0.022694877170959,0.366,0.054,1.04329406907655e-136
"PPP4R1",2.79478324872118e-141,0.863231351930431,0.285,0.02,1.06827794899118e-136
"TSPYL2",2.81976585018711e-141,1.30470115680615,0.329,0.039,1.07782729857552e-136
"ABL2",2.90461368006393e-141,0.825262672536906,0.298,0.025,1.11025953306764e-136
"B3GALT6",2.90969115251736e-141,0.312805102955206,0.296,0.025,1.11220034613823e-136
"TM2D3",2.973093495458e-141,0.632644645431363,0.299,0.026,1.13643525770387e-136
"ZFAND2B",2.97424078875729e-141,-0.216466273303668,0.396,0.066,1.13687379909459e-136
"BIRC3",3.09303968600085e-141,0.99135877711868,0.352,0.05,1.18228348957696e-136
"POLG2",3.16124207159566e-141,2.44626212460863,0.258,0.01,1.20835316944673e-136
"ALG13",3.32201922878918e-141,0.347582482402349,0.352,0.048,1.26980863001237e-136
"SELENON",3.47483046034143e-141,0.396070241660189,0.285,0.02,1.32821919516091e-136
"CRLS1",3.55031912216743e-141,-0.0480472453385614,0.416,0.076,1.35707398125728e-136
"HSPG2",3.65140250073497e-141,0.308891097715975,0.319,0.034,1.39571209188093e-136
"CHMP3",3.7968222384104e-141,-0.133852438057073,0.548,0.139,1.45129733240999e-136
"PHLDA2",3.80284242099445e-141,0.710950920379146,0.747,0.283,1.45359848700092e-136
"UBE2G1",3.87917404613129e-141,0.176190998825398,0.321,0.034,1.48277548739322e-136
"PSMC4",3.88160579153205e-141,-0.0707341371805763,0.495,0.112,1.48370499775521e-136
"DCAF11",4.05997620689878e-141,0.0906486820732653,0.33,0.038,1.55188530532499e-136
"NPAS2",4.10891056473964e-141,0.31558347387478,0.306,0.028,1.57058997426608e-136
"WDFY2",4.42879216852443e-141,1.38773474277371,0.267,0.013,1.69286151849678e-136
"PI4KB",4.56925244801292e-141,0.795887717851587,0.286,0.021,1.74655105572846e-136
"COPS8",4.72706987926253e-141,-0.0954299496017441,0.341,0.043,1.80687519064931e-136
"RPF2",5.0861465004271e-141,-0.0939823847402124,0.424,0.08,1.94412863832326e-136
"DNAJB9",5.10651302494477e-141,1.15689011420693,0.281,0.019,1.95191353865489e-136
"TRAF3IP1",5.14749060133299e-141,0.0899345167579777,0.347,0.045,1.96757680745352e-136
"BCAR1",5.25180569934047e-141,0.520231683568546,0.333,0.04,2.0074502105159e-136
"DHX32",5.31091339418114e-141,0.46956652658872,0.327,0.038,2.0300435357918e-136
"CASC3",5.41193288855541e-141,0.0974284862833166,0.347,0.046,2.06865722732142e-136
"ADGRA3",6.01566033412544e-141,1.17135114654128,0.278,0.018,2.29942600611611e-136
"DVL3",6.01702858404429e-141,-0.202614758775619,0.359,0.051,2.29994900596509e-136
"CLK3",6.12107712546412e-141,0.794576243086647,0.306,0.029,2.3397205204374e-136
"TRUB2",6.38078293899773e-141,0.174041144859771,0.352,0.048,2.43899047060249e-136
"ASXL2",6.39875536403661e-141,0.374977248251517,0.306,0.029,2.44586025034935e-136
"BTBD1",6.59949510305469e-141,0.480824258190455,0.314,0.032,2.52259100819162e-136
"PRRG2",6.7096946013487e-141,1.54442108714898,0.273,0.016,2.56471366441953e-136
"RNF6",7.65079787081735e-141,0.390117061159531,0.323,0.036,2.92444097814123e-136
"ZNF787",7.70113853537878e-141,-0.188861442015462,0.433,0.084,2.94368319376319e-136
"TSPAN5",7.73461920977959e-141,1.37181163937236,0.278,0.018,2.95648084674615e-136
"PLA2G12A",7.8329456240084e-141,0.36758242294521,0.331,0.039,2.99406513532097e-136
"ABHD17A",8.31501964971626e-141,-0.0998092338139767,0.445,0.089,3.17833311090754e-136
"KLHL42",8.52423268605163e-141,0.976930178567103,0.287,0.021,3.25830270191637e-136
"MVD",8.52527684249505e-141,0.329253144423353,0.35,0.048,3.25870182027531e-136
"PSENEN",8.82835989698215e-141,-0.295495450816195,0.383,0.061,3.37455228702246e-136
"TMEM250",9.13836327957129e-141,-0.155140003447827,0.314,0.032,3.49304797998333e-136
"CD2BP2",9.24262114059536e-141,0.0164475299707489,0.363,0.053,3.53289950478117e-136
"GNB2",9.2702309471279e-141,0.0883831697721461,0.586,0.161,3.54345307723017e-136
"SEC13",9.41347503628102e-141,-0.22013884827562,0.384,0.061,3.59820669786806e-136
"CCDC91",9.99781137456987e-141,-0.136815194414824,0.308,0.03,3.82156341981559e-136
"PMF1",1.02095154785346e-140,-0.184067644463256,0.398,0.067,3.90248519651505e-136
"GGT6",1.04491729579212e-140,0.853328483279557,0.281,0.019,3.99409187143579e-136
"PLPP5",1.07525104041363e-140,0.482776416703989,0.326,0.037,4.11003957687705e-136
"ACSS1",1.12331303040976e-140,0.372968812150479,0.306,0.029,4.29375172743826e-136
"HIST1H1C",1.16568834375901e-140,0.725704097504915,0.437,0.089,4.45572712518443e-136
"GCLC",1.18526434531619e-140,0.449999247234016,0.314,0.032,4.53055443353659e-136
"TTC37",1.22540394249955e-140,0.0241303286955696,0.389,0.065,4.68398402981029e-136
"SURF6",1.32191848361564e-140,0.0469907342634608,0.468,0.101,5.05290121177241e-136
"ANKS1A",1.40023554225051e-140,0.123595028371899,0.312,0.031,5.35226033669834e-136
"SHROOM1",1.43416328608919e-140,0.700410598772689,0.293,0.024,5.48194574474731e-136
"RPIA",1.49168174680052e-140,-0.150552374511925,0.365,0.053,5.7018043089703e-136
"PPIC",1.53387501846958e-140,0.0273672051558775,0.362,0.052,5.8630838705981e-136
"NIPA2",1.64103231337842e-140,0.217054179476178,0.337,0.042,6.27268191465769e-136
"LTBP3",1.73437697099147e-140,-0.0501360617993589,0.388,0.064,6.6294825339178e-136
"CHCHD1",1.74195757031203e-140,-0.199937918830322,0.476,0.103,6.65845861676071e-136
"PPP1R7",1.78620346798544e-140,-0.264049546322763,0.444,0.089,6.82758413602754e-136
"RIN2",1.79270340672531e-140,1.50794846970624,0.275,0.017,6.85242950186681e-136
"SSRP1",1.81011458264462e-140,-0.139009285494978,0.458,0.095,6.91898198070081e-136
"NCR3LG1",1.87017240296546e-140,1.67763167442434,0.265,0.013,7.14854699309516e-136
"ZNF330",1.98442209673134e-140,0.165148617923078,0.332,0.04,7.58525502254588e-136
"TMCO3",2.10446821214689e-140,0.449167842791306,0.325,0.037,8.04411929411026e-136
"PDCL3",2.11894296095394e-140,0.0546284716508627,0.376,0.058,8.09944757395036e-136
"NOP14",2.1730555184176e-140,0.0185441809953064,0.384,0.062,8.30628741359945e-136
"FASTKD2",2.1831165330224e-140,0.435243302512164,0.312,0.032,8.34474463582482e-136
"CSRP1",2.23909112831309e-140,-0.262477022583256,0.452,0.092,8.55870192886396e-136
"COPS2",2.37282868825852e-140,0.249909533716916,0.379,0.06,9.06990037799936e-136
"SFT2D3",2.54935376656673e-140,0.88622489574826,0.273,0.016,9.74464983732467e-136
"GLOD4",2.63070613753437e-140,0.0892389674593426,0.348,0.046,1.00556111401114e-135
"BCL9L",2.66197704667977e-140,0.726388130077233,0.296,0.025,1.01751410632287e-135
"RRP1B",2.7312184937561e-140,-0.0286545634403743,0.355,0.049,1.04398095705333e-135
"PSD4",2.7421827248437e-140,0.495441000196438,0.326,0.038,1.04817192474426e-135
"CWC15",2.89066911423703e-140,-0.0323225937045646,0.495,0.114,1.10492936222596e-135
"SCAP",3.0255240531588e-140,0.836053683546897,0.288,0.022,1.15647631407942e-135
"ALAS1",3.0492804515349e-140,0.38742688890831,0.314,0.032,1.1655569597947e-135
"SEC11A",3.12216797293686e-140,-0.203636467408486,0.537,0.133,1.19341748597539e-135
"C14orf119",3.24051667046311e-140,-0.247975945034677,0.411,0.074,1.23865509211782e-135
"MTIF3",3.27046909115764e-140,-0.227813471031137,0.539,0.135,1.2501041054041e-135
"RCC1",3.32267093158258e-140,-0.0479549963764023,0.342,0.044,1.27005773688813e-135
"NCBP2-AS2",3.40239506767778e-140,0.243720646840857,0.334,0.04,1.30053149066915e-135
"TIMM17B",3.40479631832958e-140,-0.0851560358714845,0.402,0.071,1.3014493447183e-135
"PITPNA",3.53568976135116e-140,0.133529791753217,0.327,0.038,1.35148205437887e-135
"SSH3",3.55776038322768e-140,0.670768898271784,0.287,0.022,1.35991832888495e-135
"DAP",3.61412039751983e-140,-0.174189997787258,0.505,0.118,1.38146138074798e-135
"MYDGF",3.73581197336241e-140,-0.0581079688662296,0.558,0.146,1.42797676869805e-135
"CLDND1",3.86651039866562e-140,0.256351187185672,0.308,0.03,1.47793493478595e-135
"MRPL49",3.92567320165393e-140,0.255962091722018,0.313,0.032,1.5005493246002e-135
"ASNSD1",4.00432237014123e-140,0.11725222705073,0.311,0.031,1.53061218276278e-135
"IFT57",4.1523248500328e-140,0.174375700823019,0.453,0.095,1.58718465067654e-135
"C1orf122",4.17408401561122e-140,-0.0653409873817732,0.494,0.113,1.59550187412723e-135
"TENT4A",4.21571399576402e-140,1.25503525990299,0.27,0.015,1.61141451774084e-135
"NOP16",4.24490429802724e-140,-0.10828999782035,0.415,0.076,1.62257221887793e-135
"YDJC",4.3717009690488e-140,0.0565242613038324,0.369,0.056,1.67103897840922e-135
"COPS6",4.42755589149591e-140,-0.165728533536917,0.524,0.127,1.6923889639654e-135
"BIRC2",4.48809503542648e-140,0.249742240133047,0.383,0.063,1.71552944634142e-135
"ANXA7",4.81631505377093e-140,-0.293551827280504,0.438,0.086,1.8409882661534e-135
"ATXN10",5.33570976760959e-140,-0.19241924223141,0.388,0.063,2.03952170157109e-135
"MGMT",5.36447748840116e-140,-0.0364762510862737,0.401,0.07,2.05051787516646e-135
"NSMCE4A",5.98611160660217e-140,0.120834904500991,0.348,0.047,2.28813130050761e-135
"GRPEL1",6.51555150049958e-140,-0.0603918323977585,0.457,0.096,2.49050440555096e-135
"ARHGAP18",6.51714614096569e-140,-0.0756283946256335,0.384,0.062,2.49111394092273e-135
"RAB9A",6.71272782945664e-140,0.187665310433148,0.334,0.041,2.56587308553151e-135
"ISY1",6.94631508248011e-140,0.405375689328728,0.317,0.034,2.6551594771272e-135
"CWC27",7.02710483970831e-140,0.201269196389755,0.303,0.028,2.68604055393011e-135
"UNC13B",8.4258989361827e-140,0.506066929854214,0.303,0.028,3.22071560936648e-135
"AL355075.4",8.61613943821922e-140,1.64953614040578,0.327,0.04,3.29343313886492e-135
"AGAP3",9.11051519927144e-140,0.21380899688259,0.339,0.043,3.48240332976952e-135
"NMT1",9.16594294803425e-140,-0.0150355713571031,0.435,0.086,3.50359003245661e-135
"LSM1",9.69517680041118e-140,-0.0128141845525163,0.342,0.044,3.70588438018917e-135
"DDX5",1.0364999183605e-139,0.672847118728158,0.85,0.359,3.96191728794119e-135
"EEF1E1",1.04799241947284e-139,0.173157435382041,0.417,0.078,4.00584622419298e-135
"FBRS",1.10480287980192e-139,0.214495292666496,0.322,0.036,4.22299852775486e-135
"SNRPA1",1.15114647473205e-139,-0.199457302783975,0.477,0.105,4.40014228501578e-135
"SAMD1",1.17120717245663e-139,-0.15889834551843,0.435,0.086,4.47682229599821e-135
"ETS2",1.18884335749874e-139,0.466529570228037,0.658,0.207,4.5442348497032e-135
"LRP11",1.19393943612399e-139,0.634461048746242,0.295,0.025,4.56371410064033e-135
"TMEM51",1.2323477805175e-139,0.913424377479872,0.276,0.018,4.7105261562501e-135
"KAT6B",1.24289148443385e-139,1.01141089301642,0.313,0.033,4.75082841009994e-135
"CDKN2B",1.30093064780875e-139,2.00117613551645,0.292,0.025,4.97267730818415e-135
"PNPT1",1.30288390537943e-139,0.0389923811766097,0.326,0.038,4.98014343992234e-135
"LRRC1",1.39929017308497e-139,0.443563102975916,0.298,0.026,5.34864675759998e-135
"LSM6",1.40720386399662e-139,-0.0214115379207767,0.405,0.072,5.37889604974066e-135
"NME6",1.43922702066899e-139,0.238114381192445,0.282,0.02,5.50130136380515e-135
"EML2",1.45211091430233e-139,0.0473501342531626,0.392,0.067,5.55054875882923e-135
"NINJ1",1.56864544209071e-139,0.193887133496369,0.353,0.049,5.99599033784753e-135
"RIPK1",1.75132214333129e-139,0.833934111713731,0.283,0.02,6.69425376066951e-135
"PRPF31",1.88980912350578e-139,-0.257853765630686,0.387,0.063,7.22360639368848e-135
"ANXA3",1.95952670144528e-139,-0.103425429307213,0.488,0.112,7.49009486360442e-135
"SMIM19",2.02143245621007e-139,-0.0617930683280252,0.362,0.053,7.72672342061736e-135
"PIK3CB",2.03674292355175e-139,0.156166645011584,0.334,0.041,7.78524615098422e-135
"RHPN1",2.05389914548885e-139,1.18975895422426,0.282,0.02,7.85082409371658e-135
"BAK1",2.42347987984983e-139,0.0544561029469688,0.331,0.04,9.26350949273799e-135
"EIF4G2",2.42896782526116e-139,0.402569143997828,0.788,0.287,9.28448661527825e-135
"METTL2A",2.45017693223936e-139,0.420817464189768,0.292,0.024,9.36555630579174e-135
"SWI5",2.79842864136048e-139,-0.264264985865091,0.343,0.044,1.06967136387363e-134
"SH3GL1",3.17580124732657e-139,0.0885493144122713,0.33,0.04,1.21391826877811e-134
"NMRK1",3.23835984044509e-139,0.628850214970283,0.333,0.042,1.23783066541173e-134
"ZNF701",3.3072993310377e-139,1.22864978163801,0.29,0.023,1.26418209629585e-134
"RBCK1",3.30948536018636e-139,0.221052459711144,0.591,0.169,1.26501768407763e-134
"RTCA",3.4377937174067e-139,0.275662696377134,0.331,0.04,1.31406227054154e-134
"ARRDC2",3.51205033806197e-139,0.805218226898928,0.296,0.026,1.34244612122081e-134
"RALB",3.83224683238907e-139,-0.137087317835365,0.368,0.056,1.4648380292124e-134
"MINK1",3.94380498744664e-139,0.904148909463677,0.309,0.032,1.50748001840161e-134
"SLC30A9",4.00869843869761e-139,0.496361584009817,0.314,0.033,1.53228489120778e-134
"FDPS",4.39137921930179e-139,0.118829554519886,0.579,0.159,1.67856079278592e-134
"SLC39A3",4.871221599581e-139,0.142713987422554,0.298,0.027,1.86197574422384e-134
"FHL2",4.98245906927046e-139,0.0458177411289434,0.537,0.137,1.90449515463794e-134
"PRKAG1",5.2657782785437e-139,-0.211255629211488,0.339,0.043,2.01279108919054e-134
"CDC27",5.32683937687411e-139,0.361273260488028,0.294,0.025,2.03613108341636e-134
"UBE2I",5.57448621075423e-139,-0.0340453199356461,0.594,0.163,2.1307916091987e-134
"LTV1",6.46537782661953e-139,0.128852371347125,0.327,0.038,2.47132602044705e-134
"CAPS",6.55547969292949e-139,0.595192845170457,0.324,0.038,2.50576655782537e-134
"SOS1",6.62324275640515e-139,1.2425444307254,0.281,0.02,2.5316683112083e-134
"RHOD",6.74145422137681e-139,0.126818790724823,0.32,0.036,2.57685346157907e-134
"SLC31A1",6.88087196451477e-139,0.246312529720462,0.298,0.027,2.63014449971613e-134
"MNAT1",7.55735616890217e-139,0.238058214167883,0.32,0.036,2.88872382200116e-134
"WAC-AS1",7.77531573766318e-139,0.322451932436923,0.302,0.028,2.97203668756437e-134
"DPY19L4",7.8862441265948e-139,0.839066209139574,0.284,0.021,3.0144379549496e-134
"STK38L",8.13996525947908e-139,0.0252204619377974,0.318,0.035,3.11142032078329e-134
"MTERF4",8.4882309787496e-139,0.534359819576226,0.305,0.03,3.24454140931725e-134
"DCAF12",8.82558885321627e-139,0.270117834674307,0.317,0.034,3.37349308325339e-134
"RBMX",8.97846075394898e-139,0.125955799186945,0.661,0.2,3.43192683858946e-134
"RC3H2",9.39186401788302e-139,0.310010031091073,0.294,0.025,3.58994610219561e-134
"FUT2",1.01406798987521e-138,1.05641017290016,0.304,0.03,3.87617348449899e-134
"PDCD11",1.03002773549339e-138,0.327687239065352,0.332,0.041,3.93717801614994e-134
"EMC8",1.03344090857068e-138,-0.130402892232532,0.342,0.044,3.95022452892058e-134
"SRFBP1",1.06158201652177e-138,-0.135156728494835,0.353,0.05,4.05779109995281e-134
"PRNP",1.06306022792829e-138,0.914832390497742,0.284,0.021,4.06344141523311e-134
"LIN7C",1.09727028657465e-138,0.172819954702941,0.331,0.04,4.19420594340296e-134
"RNF181",1.11881509806617e-138,-0.12168356469801,0.472,0.104,4.27655883084813e-134
"FAM213B",1.14701210911058e-138,-0.0115228104691161,0.291,0.024,4.38433908586427e-134
"CCL20",1.15442554730873e-138,1.85113434525985,0.436,0.102,4.41267621203288e-134
"TSEN34",1.22450502403956e-138,-0.0499163789198566,0.472,0.104,4.6805480038888e-134
"ITPA",1.28892430974895e-138,0.406053037863571,0.457,0.1,4.92678428158437e-134
"C1orf131",1.31774439024061e-138,0.0632316265290325,0.37,0.057,5.03694615725572e-134
"RRS1",1.40860899335279e-138,0.171285548991533,0.395,0.069,5.3842670161917e-134
"HILPDA",1.43469110426392e-138,0.481441571937108,0.329,0.04,5.48396327693843e-134
"EPN2",1.4455278910473e-138,0.841185625253696,0.291,0.024,5.5253858107392e-134
"TLE2",1.45623989267292e-138,0.50112633316538,0.283,0.021,5.56633136575296e-134
"BOD1",1.55529040096507e-138,-0.107829616725315,0.36,0.053,5.94494202864889e-134
"ESRP2",1.62753839632172e-138,0.882129640913818,0.289,0.023,6.22110276610014e-134
"ARHGEF7",1.7154719883104e-138,0.0870051818072151,0.33,0.04,6.55722012811767e-134
"IRF2",1.80347826620061e-138,0.0946763375329134,0.337,0.043,6.89361532472523e-134
"NOL10",1.90870940666393e-138,0.453702092035033,0.296,0.026,7.2958508360322e-134
"PTP4A2",2.0267761859553e-138,0.231720859246858,0.673,0.21,7.74714929319552e-134
"SRP72",2.04667955008156e-138,-0.0198356383446555,0.52,0.127,7.82322791223176e-134
"SIGMAR1",2.05790209375192e-138,-0.137029664872823,0.395,0.069,7.86612496315733e-134
"WIPI1",2.07054710363162e-138,0.56464325222018,0.297,0.027,7.9144592489215e-134
"METTL23",2.2560616987548e-138,-0.294231146833584,0.365,0.055,8.62357023732033e-134
"MAIP1",2.37062399527762e-138,0.678643369160036,0.276,0.018,9.06147315954916e-134
"DIP2A",2.3754096055486e-138,1.08226135583823,0.306,0.031,9.07976567624898e-134
"NDRG3",2.55242367596142e-138,0.785580026256814,0.272,0.017,9.75638425899492e-134
"PRCC",2.67488654349927e-138,-0.113966560233262,0.336,0.042,1.02244863238716e-133
"PPCS",2.75747026423344e-138,-0.139537949153679,0.503,0.118,1.05401543380059e-133
"RAB11A",2.89998130316386e-138,-0.17943027534053,0.551,0.142,1.10848885332135e-133
"SEPT2",2.91423037166414e-138,0.238647698421222,0.449,0.093,1.1139354172649e-133
"ZNF704",2.95828978227077e-138,0.504436938345459,0.301,0.028,1.13077668637518e-133
"COQ7",3.13233634994472e-138,1.08416264182828,0.286,0.023,1.19730424640287e-133
"CHIC2",3.20452476318454e-138,0.970189026932753,0.283,0.021,1.22489754547966e-133
"IQGAP2",3.24240182821376e-138,0.822001546695934,0.334,0.043,1.23937567481643e-133
"TFCP2",3.29935232299298e-138,0.425538824702031,0.308,0.032,1.26114443194084e-133
"ABTB1",3.53723881011802e-138,1.1372939392656,0.296,0.026,1.35207416277951e-133
"DCTN3",3.59256611258248e-138,-0.166669083341888,0.44,0.088,1.37322247087353e-133
"XPO6",3.72494269112748e-138,0.314327496549779,0.334,0.042,1.42382209425657e-133
"FAM107B",3.8396975042495e-138,0.745324914875884,0.398,0.073,1.46768597402433e-133
"SVBP",3.91209760071264e-138,-0.098412434427638,0.333,0.041,1.4953601868964e-133
"TLNRD1",4.10533467417162e-138,0.541189845798816,0.324,0.038,1.56922312585536e-133
"GTF2IRD1",4.23506323148659e-138,0.569092150683395,0.291,0.024,1.61881056960343e-133
"JPH1",4.388081823675e-138,0.77825855342401,0.306,0.031,1.67730039628153e-133
